speaker,word,n
mr. goschen,george's,351
mr. goschen,hanover,349
mr. goschen,square,349
mr. goschen,tax,345
mr. goschen,irish,303
mr. goschen,revenue,285
mr. goschen,expenditure,273
mr. goschen,taxation,272
mr. goschen,money,265
mr. goschen,opposite,247
mr. goschen,pay,242
sir charles w. dilke,government,45
sir charles w. dilke,policy,34
sir charles w. dilke,wei,26
sir charles w. dilke,bench,25
sir charles w. dilke,port,23
sir charles w. dilke,magistrates,21
sir charles w. dilke,county,19
sir charles w. dilke,military,19
sir charles w. dilke,parish,19
sir charles w. dilke,arthur,18
sir charles w. dilke,occupation,18
sir charles w. dilke,fortress,15
sir charles w. dilke,leader,15
sir charles w. dilke,liberal,15
sir charles w. dilke,speech,15
sir charles w. dilke,control,14
sir charles w. dilke,hai,13
sir charles w. dilke,overseers,13
sir charles w. dilke,qualification,12
sir charles w. dilke,time,12
mr. mundella,trade,363
mr. mundella,schools,353
mr. mundella,education,253
mr. mundella,sheffield,184
mr. mundella,railway,177
mr. mundella,mundella,167
mr. mundella,government,162
mr. mundella,time,157
mr. mundella,000,156
mr. mundella,president,148
mr. mundella,brightside,147
mr. mundella,children,135
mr. mundella,company,116
mr. mundella,year,114
mr. mundella,received,101
mr. mundella,country,99
mr. mundella,voluntary,90
mr. mundella,rates,87
mr. mundella,england,83
lord george hamilton,india,803
lord george hamilton,government,703
lord george hamilton,indian,392
lord george hamilton,000,303
lord george hamilton,year,222
lord george hamilton,george,221
lord george hamilton,hamilton,217
lord george hamilton,middlesex,211
lord george hamilton,expenditure,208
lord george hamilton,ealing,203
lord george hamilton,officers,197
lord george hamilton,time,185
lord george hamilton,rx,177
lord george hamilton,country,131
lord george hamilton,admiralty,128
lord george hamilton,famine,116
lord george hamilton,information,111
lord george hamilton,revenue,104
lord george hamilton,duties,100
lord george hamilton,received,96
mr. knatchbull-hugessen,government,41
mr. knatchbull-hugessen,hugessen,40
mr. knatchbull-hugessen,kent,40
mr. knatchbull-hugessen,knatchbull,40
mr. knatchbull-hugessen,faversham,35
mr. knatchbull-hugessen,agricultural,23
mr. knatchbull-hugessen,men,23
mr. knatchbull-hugessen,beg,21
mr. knatchbull-hugessen,admiralty,19
mr. knatchbull-hugessen,time,17
mr. knatchbull-hugessen,country,16
mr. knatchbull-hugessen,sheerness,16
mr. knatchbull-hugessen,system,15
mr. knatchbull-hugessen,agriculture,13
mr. knatchbull-hugessen,behar,12
mr. knatchbull-hugessen,school,12
mr. knatchbull-hugessen,labourers,11
mr. knatchbull-hugessen,party,11
mr. knatchbull-hugessen,000,10
mr. knatchbull-hugessen,pension,10
mr. w. h. smith,government,650
mr. w. h. smith,business,193
mr. w. h. smith,time,193
mr. w. h. smith,hope,192
mr. w. h. smith,smith,159
mr. w. h. smith,possible,152
mr. w. h. smith,strand,150
mr. w. h. smith,westminster,149
mr. w. h. smith,public,143
mr. w. h. smith,desire,140
mr. w. h. smith,session,135
mr. w. h. smith,vote,113
mr. w. h. smith,supply,100
mr. w. h. smith,debate,94
mr. w. h. smith,parliament,89
mr. w. h. smith,proceed,88
mr. w. h. smith,bills,87
mr. w. h. smith,opportunity,86
mr. w. h. smith,notice,84
mr. w. h. smith,country,83
the duke of argyll,government,156
the duke of argyll,ireland,112
the duke of argyll,men,94
the duke of argyll,country,93
the duke of argyll,lords,84
the duke of argyll,land,80
the duke of argyll,people,79
the duke of argyll,party,72
the duke of argyll,parliament,70
the duke of argyll,law,69
the duke of argyll,public,68
the duke of argyll,power,61
the duke of argyll,scotland,60
the duke of argyll,irish,58
the duke of argyll,education,56
the duke of argyll,time,53
the duke of argyll,england,52
the duke of argyll,property,48
the duke of argyll,system,48
the duke of argyll,commons,46
mr. e. stanhope,war,257
mr. e. stanhope,army,240
mr. e. stanhope,men,200
mr. e. stanhope,time,199
mr. e. stanhope,government,167
mr. e. stanhope,officers,165
mr. e. stanhope,stanhope,151
mr. e. stanhope,office,140
mr. e. stanhope,year,140
mr. e. stanhope,country,131
mr. e. stanhope,horncastle,126
mr. e. stanhope,lincolnshire,122
mr. e. stanhope,barracks,118
mr. e. stanhope,troops,113
mr. e. stanhope,000,96
mr. e. stanhope,system,92
mr. e. stanhope,military,91
mr. e. stanhope,possible,80
mr. e. stanhope,guns,78
mr. e. stanhope,work,75
mr. chaplin,government,791
mr. chaplin,land,628
mr. chaplin,time,486
mr. chaplin,country,371
mr. chaplin,agriculture,331
mr. chaplin,agricultural,294
mr. chaplin,authority,221
mr. chaplin,000,220
mr. chaplin,year,207
mr. chaplin,county,206
mr. chaplin,chaplin,197
mr. chaplin,council,187
mr. chaplin,lincolnshire,186
mr. chaplin,sleaford,179
mr. chaplin,children,178
mr. chaplin,reason,171
mr. chaplin,president,169
mr. chaplin,referred,168
mr. chaplin,commission,166
mr. chaplin,hope,166
mr. gray,schools,136
mr. gray,school,60
mr. gray,education,54
mr. gray,men,51
mr. gray,voluntary,48
mr. gray,country,40
mr. gray,work,40
mr. gray,officers,36
mr. gray,class,34
mr. gray,system,34
mr. gray,children,32
mr. gray,money,32
mr. gray,year,30
mr. gray,honourable,28
mr. gray,time,28
mr. gray,minute,27
mr. gray,teachers,27
mr. gray,government,22
mr. gray,president,19
mr. gray,duty,18
mr. sexton,ireland,1524
mr. sexton,irish,806
mr. sexton,government,735
mr. sexton,000,679
mr. sexton,belfast,560
mr. sexton,sexton,464
mr. sexton,year,393
mr. sexton,time,343
mr. sexton,people,326
mr. sexton,land,317
mr. sexton,county,281
mr. sexton,police,277
mr. sexton,public,275
mr. sexton,chief,256
mr. sexton,schools,253
mr. sexton,england,252
mr. sexton,beg,247
mr. sexton,education,247
mr. sexton,law,247
mr. sexton,vote,239
mr. campbell-bannerman,army,329
mr. campbell-bannerman,war,252
mr. campbell-bannerman,government,245
mr. campbell-bannerman,year,230
mr. campbell-bannerman,time,228
mr. campbell-bannerman,men,214
mr. campbell-bannerman,officers,204
mr. campbell-bannerman,office,167
mr. campbell-bannerman,campbell,152
mr. campbell-bannerman,country,152
mr. campbell-bannerman,bannerman,151
mr. campbell-bannerman,money,143
mr. campbell-bannerman,stirling,143
mr. campbell-bannerman,military,142
mr. campbell-bannerman,system,121
mr. campbell-bannerman,home,116
mr. campbell-bannerman,officer,109
mr. campbell-bannerman,india,105
mr. campbell-bannerman,vote,101
mr. campbell-bannerman,000,100
mr. chamberlain,government,236
mr. chamberlain,employer,86
mr. chamberlain,time,85
mr. chamberlain,workman,81
mr. chamberlain,compensation,65
mr. chamberlain,parliament,59
mr. chamberlain,country,51
mr. chamberlain,majority,51
mr. chamberlain,party,46
mr. chamberlain,perfectly,45
mr. chamberlain,workmen,44
mr. chamberlain,irish,43
mr. chamberlain,trade,42
mr. chamberlain,policy,39
mr. chamberlain,british,38
mr. chamberlain,accidents,37
mr. chamberlain,charge,36
mr. chamberlain,cheers,36
mr. chamberlain,possible,36
mr. chamberlain,circumstances,35
mr. healy,government,60
mr. healy,ireland,54
mr. healy,irish,34
mr. healy,people,22
mr. healy,country,20
mr. healy,education,16
mr. healy,000,15
mr. healy,british,15
mr. healy,system,14
mr. healy,children,13
mr. healy,distress,13
mr. healy,rule,13
mr. healy,true,13
mr. healy,english,12
mr. healy,power,12
mr. healy,time,12
mr. healy,home,11
mr. healy,party,11
mr. healy,chief,10
mr. healy,language,9
lord randolph churchill,churchill,7
lord randolph churchill,education,7
lord randolph churchill,government,7
lord randolph churchill,paddington,7
lord randolph churchill,randolph,7
lord randolph churchill,year,6
lord randolph churchill,commons,5
lord randolph churchill,financial,5
lord randolph churchill,commissioners,4
lord randolph churchill,rule,4
lord randolph churchill,aid,3
lord randolph churchill,beg,3
lord randolph churchill,brothers,3
lord randolph churchill,christian,3
lord randolph churchill,indian,3
lord randolph churchill,intermediate,3
lord randolph churchill,licensed,3
lord randolph churchill,men,3
lord randolph churchill,money,3
lord randolph churchill,national,3
mr. a. j. balfour,government,2656
mr. a. j. balfour,ireland,1334
mr. a. j. balfour,time,1099
mr. a. j. balfour,balfour,921
mr. a. j. balfour,irish,889
mr. a. j. balfour,manchester,879
mr. a. j. balfour,speech,659
mr. a. j. balfour,country,644
mr. a. j. balfour,vote,558
mr. a. j. balfour,discussion,545
mr. a. j. balfour,law,509
mr. a. j. balfour,public,499
mr. a. j. balfour,system,497
mr. a. j. balfour,land,490
mr. a. j. balfour,business,484
mr. a. j. balfour,deal,461
mr. a. j. balfour,hope,456
mr. a. j. balfour,debate,453
mr. a. j. balfour,policy,439
mr. a. j. balfour,desire,420
mr. dillon,ireland,1676
mr. dillon,government,1514
mr. dillon,irish,1105
mr. dillon,people,1012
mr. dillon,country,734
mr. dillon,land,526
mr. dillon,chief,481
mr. dillon,000,471
mr. dillon,men,469
mr. dillon,time,431
mr. dillon,year,417
mr. dillon,police,379
mr. dillon,law,373
mr. dillon,system,362
mr. dillon,tenants,298
mr. dillon,vote,298
mr. dillon,policy,283
mr. dillon,money,266
mr. dillon,england,265
mr. dillon,schools,262
mr. w. e. gladstone,government,808
mr. w. e. gladstone,ireland,510
mr. w. e. gladstone,irish,421
mr. w. e. gladstone,time,384
mr. w. e. gladstone,country,329
mr. w. e. gladstone,parliament,267
mr. w. e. gladstone,power,229
mr. w. e. gladstone,public,222
mr. w. e. gladstone,speech,200
mr. w. e. gladstone,scotland,180
mr. w. e. gladstone,law,168
mr. w. e. gladstone,vote,161
mr. w. e. gladstone,people,159
mr. w. e. gladstone,words,152
mr. w. e. gladstone,gladstone,146
mr. w. e. gladstone,hope,145
mr. w. e. gladstone,circumstances,144
mr. w. e. gladstone,duty,144
mr. w. e. gladstone,england,142
mr. w. e. gladstone,discussion,140
the earl of rosebery,marquess,366
the earl of rosebery,government,302
the earl of rosebery,lords,140
the earl of rosebery,speech,138
the earl of rosebery,country,107
the earl of rosebery,policy,93
the earl of rosebery,commons,83
the earl of rosebery,time,76
the earl of rosebery,duke,75
the earl of rosebery,ireland,75
the earl of rosebery,parliament,74
the earl of rosebery,irish,72
the earl of rosebery,party,70
the earl of rosebery,power,67
the earl of rosebery,hope,54
the earl of rosebery,council,52
the earl of rosebery,london,51
the earl of rosebery,rather,51
the earl of rosebery,zanzibar,50
the earl of rosebery,deal,49
lord grimthorpe,bishop,96
lord grimthorpe,church,54
lord grimthorpe,archbishop,51
lord grimthorpe,law,50
lord grimthorpe,court,45
lord grimthorpe,clergyman,43
lord grimthorpe,time,40
lord grimthorpe,people,39
lord grimthorpe,rev,39
lord grimthorpe,prelate,36
lord grimthorpe,year,31
lord grimthorpe,clergy,30
lord grimthorpe,ecclesiastical,29
lord grimthorpe,words,29
lord grimthorpe,bishops,27
lord grimthorpe,living,25
lord grimthorpe,power,25
lord grimthorpe,guilty,23
lord grimthorpe,convocation,22
lord grimthorpe,marriage,21
sir c. russell,attorney,80
sir c. russell,law,79
sir c. russell,officers,52
sir c. russell,time,47
sir c. russell,ireland,41
sir c. russell,government,38
sir c. russell,paid,35
sir c. russell,character,30
sir c. russell,commission,30
sir c. russell,irish,28
sir c. russell,men,28
sir c. russell,public,28
sir c. russell,judges,27
sir c. russell,letters,27
sir c. russell,office,26
sir c. russell,pigott,26
sir c. russell,states,26
sir c. russell,united,26
sir c. russell,award,24
sir c. russell,crime,24
sir r. webster,government,290
sir r. webster,duty,221
sir r. webster,property,220
sir r. webster,webster,211
sir r. webster,words,211
sir r. webster,law,188
sir r. webster,time,185
sir r. webster,attorney,174
sir r. webster,isle,170
sir r. webster,wight,170
sir r. webster,honourable,156
sir r. webster,court,143
sir r. webster,section,135
sir r. webster,evidence,114
sir r. webster,solicitor,114
sir r. webster,estate,109
sir r. webster,speech,99
sir r. webster,deal,93
sir r. webster,sub,91
sir r. webster,land,88
me. sexton,irish,53
me. sexton,evidence,46
me. sexton,ireland,44
me. sexton,people,35
me. sexton,judges,34
me. sexton,party,32
me. sexton,government,31
me. sexton,league,31
me. sexton,letter,28
me. sexton,land,26
me. sexton,men,26
me. sexton,crime,23
me. sexton,charges,22
me. sexton,money,22
me. sexton,boycotting,20
me. sexton,charge,19
me. sexton,law,19
me. sexton,tory,19
me. sexton,le,16
me. sexton,sheridan,16
lord herschell,law,456
lord herschell,time,340
lord herschell,lords,335
lord herschell,public,237
lord herschell,court,208
lord herschell,doubt,188
lord herschell,land,182
lord herschell,marquess,161
lord herschell,government,154
lord herschell,country,145
lord herschell,power,142
lord herschell,money,140
lord herschell,words,139
lord herschell,evidence,136
lord herschell,county,134
lord herschell,deal,130
lord herschell,provision,130
lord herschell,seems,126
lord herschell,people,124
lord herschell,purpose,122
mr. storey,police,209
mr. storey,time,183
mr. storey,sunderland,181
mr. storey,country,177
mr. storey,county,171
mr. storey,people,168
mr. storey,money,163
mr. storey,storey,153
mr. storey,year,144
mr. storey,public,135
mr. storey,000,121
mr. storey,men,119
mr. storey,home,116
mr. storey,vote,104
mr. storey,council,96
mr. storey,party,72
mr. storey,register,70
mr. storey,commons,69
mr. storey,parliament,69
mr. labouchere,government,1177
mr. labouchere,country,676
mr. labouchere,000,628
mr. labouchere,money,458
mr. labouchere,vote,448
mr. labouchere,company,432
mr. labouchere,time,422
mr. labouchere,honourable,368
mr. labouchere,labouchere,321
mr. labouchere,northampton,321
mr. labouchere,year,314
mr. labouchere,pay,313
mr. labouchere,men,303
mr. labouchere,war,294
mr. labouchere,egypt,275
mr. labouchere,foreign,271
mr. labouchere,people,239
mr. labouchere,africa,218
mr. labouchere,public,214
mr. labouchere,understand,206
mr. joseph chamberlain,government,122
mr. joseph chamberlain,ireland,53
mr. joseph chamberlain,county,43
mr. joseph chamberlain,birmingham,38
mr. joseph chamberlain,colonies,38
mr. joseph chamberlain,chamberlain,37
mr. joseph chamberlain,joseph,36
mr. joseph chamberlain,council,34
mr. joseph chamberlain,time,30
mr. joseph chamberlain,control,28
mr. joseph chamberlain,absolutely,26
mr. joseph chamberlain,circumstances,26
mr. joseph chamberlain,england,26
mr. joseph chamberlain,people,25
mr. joseph chamberlain,british,24
mr. joseph chamberlain,rule,22
mr. joseph chamberlain,irish,21
mr. joseph chamberlain,land,21
mr. joseph chamberlain,home,20
mr. joseph chamberlain,colony,18
mr. curzon,government,1231
mr. curzon,british,404
mr. curzon,information,360
mr. curzon,received,323
mr. curzon,powers,273
mr. curzon,time,254
mr. curzon,french,252
mr. curzon,india,241
mr. curzon,foreign,213
mr. curzon,turkish,205
mr. curzon,000,195
mr. curzon,year,189
mr. curzon,country,184
mr. curzon,policy,184
mr. curzon,consul,171
mr. curzon,troops,158
mr. curzon,crete,149
mr. curzon,island,144
mr. curzon,cheers,141
mr. curzon,treaty,139
mr. j. chamberlain,government,1721
mr. j. chamberlain,time,782
mr. j. chamberlain,country,599
mr. j. chamberlain,irish,511
mr. j. chamberlain,birmingham,485
mr. j. chamberlain,ireland,413
mr. j. chamberlain,colonies,400
mr. j. chamberlain,british,398
mr. j. chamberlain,chamberlain,397
mr. j. chamberlain,000,364
mr. j. chamberlain,south,358
mr. j. chamberlain,parliament,342
mr. j. chamberlain,circumstances,335
mr. j. chamberlain,people,320
mr. j. chamberlain,policy,316
mr. j. chamberlain,speech,263
mr. j. chamberlain,doubt,262
mr. j. chamberlain,party,262
mr. j. chamberlain,deal,260
mr. j. chamberlain,perfectly,247
mr. asquith,government,448
mr. asquith,church,377
mr. asquith,time,352
mr. asquith,home,296
mr. asquith,law,287
mr. asquith,police,242
mr. asquith,commissioners,201
mr. asquith,public,197
mr. asquith,country,195
mr. asquith,property,194
mr. asquith,words,188
mr. asquith,asquith,177
mr. asquith,county,175
mr. asquith,wales,173
