n,sentiment,decade,grammatical_collocates
4,Negative,1880,double eviction
1,Negative,1880,inexperienced landsmen
1,Negative,1880,expensive evictions
1,Negative,1880,guilty tenants
1,Negative,1880,ordinary eviction
1,Negative,1880,formal eviction
2,Negative,1880,less tenancy
1,Negative,1880,questioned rent
1,Negative,1880,notorious evictions
6,Negative,1880,other leaseholders
1,Negative,1880,obnoxious landlords
1,Negative,1880,pure eviction
1,Negative,1880,broken landlord
1,Negative,1880,alleged rents
1,Negative,1880,distant tenants
2,Negative,1880,gross renting
1,Negative,1880,average tenant
1,Negative,1880,tyrannical landlord
1,Negative,1880,oppressive landlords
1,Negative,1880,contemptible landlords
5,Negative,1880,previous rents
4,Negative,1880,typical landlord
2,Negative,1880,unhappy crofters
1,Negative,1880,depriving tenants
1,Negative,1880,odd crofters
1,Negative,1880,internecine feuds
1,Negative,1880,ruined tenants
1,Negative,1880,lower rentals
1,Negative,1880,impossible evictions
1,Negative,1880,ordinary leaseholder
1,Negative,1880,burdened leaseholders
1,Negative,1880,gross rentals
1,Negative,1880,imprisoned crofters
1,Negative,1880,small leaseholder
2,Negative,1880,few leases
1,Negative,1880,late landlord
1,Negative,1880,other tenancy
1,Negative,1880,notorious landlady
1,Negative,1880,other leaseholder
1,Negative,1880,small lease
1,Negative,1880,shameless enclosure
2,Negative,1880,ordinary land
1,Negative,1880,cruel landlordism
1,Negative,1880,small enclosures
1,Negative,1880,ridiculous rents
1,Negative,1880,inadequate rents
1,Negative,1880,falling rents
1,Negative,1880,petty fogging
7,Negative,1880,long leaseholders
1,Negative,1880,small enclosure
1,Negative,1880,tribal feuds
1,Negative,1880,ungenerous landlords
1,Negative,1880,constant feuds
1,Negative,1880,harshest landlord
1,Negative,1880,ruinous rent
1,Negative,1880,broken renter
1,Negative,1880,ordinary rental
1,Negative,1880,distressed crofters
1,Negative,1880,odd land
1,Negative,1880,ancient feuds
1,Negative,1880,miserable feuds
1,Negative,1880,personal feuds
1,Negative,1880,speculative leases
1,Negative,1880,unsuccessful villany
1,Negative,1880,boycotting landgrabbers
1,Negative,1880,alleged landgrabber
1,Negative,1880,other tenements
1,Negative,1880,undesirable tenants
1,Negative,1880,distressing evictions
3,Negative,1880,worse landlords
1,Negative,1880,legal eviction
1,Negative,1880,bodily eviction
1,Negative,1880,illegal enclosures
2,Negative,1880,discontented tenants
1,Negative,1880,bad lands
1,Negative,1880,restrictive leases
1,Negative,1880,deteriorating property
1,Negative,1880,dishonest landlord
1,Negative,1880,low rental
1,Negative,1880,future feuds
1,Negative,1880,illegal eviction
3,Negative,1880,petty landlords
1,Negative,1880,petty landlordism
1,Negative,1880,harder landlord
1,Negative,1880,average tenants
1,Negative,1880,considerable eviction
1,Negative,1880,exaggerated rentals
1,Negative,1880,worthless landowners
1,Negative,1880,risky tenants
1,Negative,1880,dispossessed tenants
1,Negative,1880,abused tenants
2,Negative,1880,many absentees
1,Negative,1880,unknown landlords
1,Negative,1880,other crofts
1,Negative,1880,narrow crofts
1,Negative,1880,worst lands
1,Negative,1880,usual rent
1,Negative,1880,foul tenements
2,Negative,1880,resisting eviction
1,Negative,1880,rebellious vassals
1,Negative,1880,bad landlady
1,Negative,1880,dreaded land
1,Negative,1880,common rent
1,Negative,1880,average lease
1,Negative,1880,luckless tenants
2,Negative,1880,small leaseholds
1,Negative,1880,exaggerated rents
1,Negative,1880,rebellious feudatories
1,Negative,1880,remote land
1,Negative,1880,avoided eviction
1,Negative,1880,other zemindars
1,Negative,1880,quiet eviction
1,Negative,1880,poorest tenantry
1,Negative,1880,poor squatters
1,Negative,1880,miserable land
3,Negative,1880,long leaseholds
1,Negative,1880,worthless tenant
1,Negative,1880,average landlords
1,Negative,1880,alleged tenants
1,Negative,1880,lower inclosure
1,Negative,1880,unhappy crofter
1,Negative,1880,unfortunate crofter
1,Negative,1880,worst renters
1,Negative,1880,unemployed crofters
1,Negative,1880,unsold land
1,Negative,1880,empty land
1,Negative,1880,selfish landlordism
1,Negative,1880,troublesome tenant
1,Negative,1880,brutal landlord
1,Negative,1880,forced leases
1,Negative,1880,half tenants
1,Negative,1880,usual landlord
1,Negative,1880,greedy landlords
1,Negative,1880,dead rents
1,Negative,1880,hard tenants
1,Negative,1880,unsafe land
1,Negative,1890,other rent
271,Negative,1890,other property
68,Negative,1890,common land
61,Negative,1890,other tenants
1,Negative,1890,ordinary rent
69,Negative,1890,other land
14,Negative,1890,bad land
17,Negative,1890,unfortunate tenant
34,Negative,1890,long leases
20,Negative,1890,long leaseholders
14,Negative,1890,unjust rents
5,Negative,1890,unjust eviction
23,Negative,1890,impossible rents
1,Negative,1890,wicked land
15,Negative,1890,few landlords
5,Negative,1890,unfortunate landlords
27,Negative,1890,excessive rents
1,Negative,1890,costly property
2,Negative,1890,miserable tenants
3,Negative,1890,bad tenants
40,Negative,1890,poor tenants
1,Negative,1880,alleged evictions
2,Negative,1890,physical eviction
34,Negative,1890,small landowners
1,Negative,1880,less property
1,Negative,1880,insolvent landlord
5,Negative,1890,heavy land
1,Negative,1890,unjust landlord
1,Negative,1890,peculiarly landlord
23,Negative,1890,due rent
1,Negative,1890,unfair rent
5,Negative,1890,actual eviction
25,Negative,1890,unfortunate tenants
1,Negative,1890,oppressed tenantry
1,Negative,1890,starving tenant
8,Negative,1890,distant lands
4,Negative,1890,wholesale eviction
23,Negative,1890,less rent
47,Negative,1890,other landlords
14,Negative,1890,previous tenant
1,Negative,1890,tyrannical landlord
1,Negative,1880,painful evictions
1,Negative,1880,mock eviction
1,Negative,1880,bad leases
1,Negative,1880,hard evictions
2,Negative,1880,previous evictions
4,Negative,1890,previous rents
5,Negative,1890,previous rent
1,Negative,1890,discontented tenants
7,Negative,1890,poor tenant
7,Negative,1890,poorer tenants
87,Negative,1890,small tenants
21,Negative,1890,poor land
6,Negative,1890,worst landlords
13,Negative,1890,small tenant
1,Negative,1890,reasonable absentees
5,Negative,1890,gross rentals
55,Negative,1890,gross rental
15,Negative,1890,single landlord
10,Negative,1890,other landowners
1,Negative,1890,bad rent
24,Negative,1890,gross rent
1,Negative,1890,round rents
17,Negative,1890,single tenant
20,Negative,1890,small landlords
10,Negative,1890,foreign lands
2,Negative,1890,single eviction
1,Negative,1890,weak landlord
11,Negative,1890,excessive rent
1,Negative,1890,improper hypothecation
1,Negative,1890,lowest rent
72,Negative,1890,common lands
7,Negative,1890,low rents
12,Negative,1890,average rental
31,Negative,1890,other lands
3,Negative,1890,long leaseholds
35,Negative,1890,small property
1,Negative,1890,miserable rent
2,Negative,1890,poor tenantry
6,Negative,1890,worst land
28,Negative,1890,bad landlords
9,Negative,1890,small landlord
17,Negative,1890,unfortunate landlord
1,Negative,1890,sick absentees
2,Negative,1890,unsold land
2,Negative,1890,unsold lands
1,Negative,1890,mere chattels
1,Negative,1890,subject tenants
11,Negative,1890,bad landlord
1,Negative,1890,bad leases
1,Negative,1890,little tenants
3,Negative,1890,unjust rent
8,Negative,1890,other tenant
6,Negative,1890,long leaseholder
7,Negative,1890,ordinary tenancy
7,Negative,1890,due rents
3,Negative,1890,cruel evictions
1,Negative,1890,unjust renting
2,Negative,1890,impossible rent
8,Negative,1890,dead rents
1,Negative,1890,villainous landlords
3,Negative,1890,average land
3,Negative,1890,unfair rents
1,Negative,1890,tyrannical landlords
1,Negative,1890,weak tenants
3,Negative,1890,threatened evictions
11,Negative,1890,ordinary landlord
2,Negative,1890,illegal enclosure
6,Negative,1890,small landowner
3,Negative,1890,recent eviction
1,Negative,1890,infected property
2,Negative,1890,worst property
2,Negative,1890,hard landlords
16,Negative,1890,lower rent
6,Negative,1890,poor landowner
10,Negative,1890,ordinary tenants
2,Negative,1890,other leaseholders
10,Negative,1890,little land
1,Negative,1890,miserable allotments
1,Negative,1890,less tenants
19,Negative,1890,common property
1,Negative,1890,scottish absentees
20,Negative,1890,low rent
1,Negative,1890,other allotments
1,Negative,1890,late tenants
2,Negative,1890,cruel landlords
6,Negative,1890,heavy rents
4,Negative,1890,average landlord
10,Negative,1890,single landowner
1,Negative,1890,poisoned land
1,Negative,1890,few squatters
1,Negative,1890,exasperated tenant
22,Negative,1890,small rent
5,Negative,1890,unfortunate landowner
1,Negative,1890,single tenements
1,Negative,1890,inferior property
2,Negative,1890,alleged property
2,Negative,1890,unhappy landlord
1,Negative,1890,hostile tenant
1,Negative,1890,poorer lands
5,Negative,1890,few tenants
2,Negative,1890,insolvent tenant
3,Negative,1890,harsh evictions
7,Negative,1890,ordinary tenant
8,Negative,1890,bad tenant
1,Negative,1890,dead feuds
5,Negative,1890,small rents
1,Negative,1890,insolvent landlord
1,Negative,1890,other landholders
1,Negative,1890,small landholder
3,Negative,1890,dry land
1,Negative,1890,boycotted landlord
1,Negative,1890,worst renters
1,Negative,1890,ordinary leaseholders
1,Negative,1890,internecine feuds
3,Negative,1890,other chattels
2,Negative,1890,liable land
1,Negative,1890,needy landlord
1,Negative,1890,doubt landlords
1,Negative,1890,previous rental
4,Negative,1890,late tenant
7,Negative,1890,poorer crofters
9,Negative,1890,subject land
1,Negative,1890,mere rentcharges
2,Negative,1890,other lessee
1,Negative,1890,subject lease
1,Negative,1890,disagreeable tenant
1,Negative,1890,ordinary leases
17,Negative,1890,dead rent
2,Negative,1890,subject tenant
2,Negative,1890,bankrupt tenant
2,Negative,1890,ordinary lease
4,Negative,1890,previous tenants
1,Negative,1890,incompetent tenant
2,Negative,1890,perverse landlord
1,Negative,1890,unfortunate evictions
3,Negative,1890,small allotment
1,Negative,1890,bloated landlords
2,Negative,1890,exempt property
1,Negative,1890,distressed tenants
4,Negative,1890,low rental
14,Negative,1890,long lease
2,Negative,1890,mere landlord
4,Negative,1890,small rental
13,Negative,1890,small landholders
1,Negative,1890,neglected land
3,Negative,1890,unfortunate crofters
5,Negative,1890,small crofters
2,Negative,1890,charged rent
4,Negative,1890,ignorant tenants
1,Negative,1890,mere landowner
2,Negative,1890,intended eviction
7,Negative,1890,ordinary land
1,Negative,1890,worsened property
3,Negative,1890,inadequate rent
7,Negative,1890,small allotments
1,Negative,1890,failing tenants
8,Negative,1890,other landlord
10,Negative,1890,little property
4,Negative,1890,poorer land
1,Negative,1890,other enclosures
2,Negative,1890,other zemindars
1,Negative,1890,late landseer
8,Negative,1890,poor crofters
5,Negative,1890,foreign land
4,Negative,1890,single crofter
26,Negative,1890,average rent
1,Negative,1890,low lands
1,Negative,1890,small tenancy
2,Negative,1890,small land
1,Negative,1890,common outlands
10,Negative,1890,small leaseholders
1,Negative,1890,small croft
1,Negative,1890,dry lands
2,Negative,1890,heavy rent
1,Negative,1890,common tenancy
1,Negative,1890,doubt land
1,Negative,1890,ordinary landowners
1,Negative,1890,partial depopulation
1,Negative,1890,isolated tenants
2,Negative,1890,few allotments
2,Negative,1890,average rents
1,Negative,1890,mere eviction
4,Negative,1890,subject lands
1,Negative,1890,greedy landlord
4,Negative,1890,unhappy tenants
8,Negative,1890,dishonest tenants
1,Negative,1890,dishonest tenant
7,Negative,1890,subject property
1,Negative,1890,irresponsible landlords
1,Negative,1890,indifferent tenants
13,Negative,1890,unsettled property
21,Negative,1890,liable property
3,Negative,1890,average tenant
1,Negative,1890,cruel landlord
1,Negative,1890,round tenants
3,Negative,1890,insolvent tenants
3,Negative,1890,ancient feuds
2,Negative,1890,unfortunate tenantry
1,Negative,1890,cruel rents
3,Negative,1890,poor landlords
1,Negative,1890,suffering landlords
1,Negative,1890,rebellious tenant
1,Negative,1890,obnoxious tenant
1,Negative,1890,round rent
1,Negative,1890,useless tenants
1,Negative,1890,protracted eviction
3,Negative,1890,harsh landlord
3,Negative,1890,worse land
62,Negative,1890,foreign property
1,Negative,1890,anxious crofters
1,Negative,1890,conspicuous absentees
1,Negative,1890,average landholder
2,Negative,1890,less land
1,Negative,1890,poor leaseholders
2,Negative,1890,selfish landlords
8,Negative,1890,small tenements
24,Negative,1890,military lands
1,Negative,1890,burdened land
5,Negative,1890,ordinary property
3,Negative,1890,religious feuds
1,Negative,1890,single leaseholder
4,Negative,1890,lying lands
6,Negative,1890,stolen property
2,Negative,1890,late land
1,Negative,1890,illegal evictions
1,Negative,1890,depressed tenantry
1,Negative,1890,irresponsible landowners
1,Negative,1890,undesirable tenants
2,Negative,1890,thorny croft
1,Negative,1890,unfair allotment
2,Negative,1890,single property
3,Negative,1890,other crofters
2,Negative,1890,small leaseholder
1,Negative,1890,mere inclosure
2,Negative,1890,gross rents
3,Negative,1890,lower rents
1,Negative,1890,unhappy tenantry
1,Negative,1890,relentless landlords
1,Negative,1890,resisting eviction
1,Negative,1890,long tenants
1,Negative,1890,oppressed tenants
1,Negative,1890,distant land
1,Negative,1890,severe renting
1,Negative,1890,worse renting
1,Negative,1890,terrible renting
1,Negative,1890,excluded leases
1,Negative,1890,broken lands
1,Negative,1890,bankrupt tenants
1,Negative,1890,other evicted
1,Negative,1890,unfortunate crofter
1,Negative,1890,past lands
2,Negative,1890,ordinary crofter
1,Negative,1890,disputed land
1,Negative,1890,little eviction
1,Negative,1890,insufficient land
3,Negative,1890,harsh landlords
1,Negative,1890,stupid landlords
2,Negative,1890,broken tenants
2,Negative,1890,worst tenants
1,Negative,1890,undesirable tenements
1,Negative,1890,rough land
3,Negative,1890,poor landowners
1,Negative,1890,dishonest rents
1,Negative,1890,hard landmasters
1,Negative,1890,other eminent
1,Negative,1890,closed land
1,Negative,1890,useless land
6,Negative,1890,small crofts
3,Negative,1890,small occupancy
1,Negative,1890,few crofters
1,Negative,1890,much eviction
1,Negative,1890,violent evictions
1,Negative,1890,worse tenants
1,Negative,1890,decreased rental
1,Negative,1890,starved property
4,Negative,1890,proposed eviction
1,Negative,1890,average property
1,Negative,1890,offensive property
1,Negative,1890,other landowers
1,Negative,1890,dangerous land
4,Negative,1890,mere property
1,Negative,1890,distressed landholders
3,Negative,1890,mere tenants
1,Negative,1890,stricken lands
1,Negative,1890,ordinary enclosure
1,Negative,1890,mere rentcharger
1,Negative,1890,wicked landlord
1,Negative,1890,alleged landlord
1,Negative,1890,undesirable tenant
1,Negative,1890,villainous landlord
1,Negative,1890,sanguinary feuds
1,Negative,1890,previous landowner
1,Negative,1890,unhappy feuds
5,Negative,1890,dishonest landlords
3,Negative,1890,dishonest landlord
1,Negative,1890,unsold property
1,Negative,1890,deplorable rent
2,Negative,1890,poorest land
2,Negative,1890,inferior land
1,Negative,1890,ordinary lands
1,Negative,1890,injured property
1,Negative,1890,concerned property
1,Negative,1890,old feuds
2,Negative,1890,ordinary rents
1,Negative,1890,embarrassed tenants
1,Negative,1890,other chattel
1,Negative,1890,direct eviction
1,Negative,1890,terrible evictions
1,Negative,1890,liable tenants
1,Negative,1890,liable landlords
1,Negative,1890,average tenants
1,Negative,1890,subject rent
1,Negative,1890,little spleen
1,Negative,1890,indifferent land
